OTUID,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_1513,0,0,0,0,0,0,2,4,6,4,26,1,1,2,4,3,0,7
OTU_1033,0,0,0,0,0,0,14,11,18,0,8,0,0,14,0,0,15,18
OTU_1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1268,0,0,0,0,0,0,1,0,0,0,77,0,0,0,0,0,0,0
OTU_1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_986,0,0,0,0,0,0,0,2,0,0,92,0,1,0,0,0,1,1
OTU_1048,0,0,0,0,0,0,1,78,2,0,1,0,0,1,0,0,0,1
OTU_1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1206,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1227,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
OTU_1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1782,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1020,0,0,0,0,0,0,5,82,0,0,6,0,0,0,0,0,0,0
OTU_1340,0,0,0,0,0,0,3,3,1,0,3,0,0,4,1,0,0,2
OTU_1576,0,0,0,0,0,0,4,0,0,4,64,0,2,0,1,1,1,4
OTU_1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1134,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1179,0,0,0,0,0,1,1,0,1,1,75,0,0,0,0,0,3,0
OTU_1391,0,0,0,0,0,0,7,2,0,6,1,2,6,1,1,14,1,9
OTU_969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1334,0,0,0,0,0,0,6,2,3,0,56,0,2,1,3,2,0,2
OTU_1349,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1
OTU_1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1175,0,0,0,0,0,0,80,0,5,0,2,0,0,0,0,0,0,0
OTU_1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1507,0,0,0,0,0,0,5,8,5,1,35,0,5,5,3,7,3,8
OTU_963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1050,0,0,0,0,0,0,5,4,4,2,1,11,1,2,1,4,4,2
OTU_1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1848,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
OTU_1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1750,0,0,0,0,0,0,4,2,11,0,33,1,2,3,4,3,3,6
OTU_935,74,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_1034,0,0,0,0,0,0,0,64,0,0,21,0,0,0,0,0,0,0
OTU_1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1092,0,0,0,0,0,0,3,3,1,2,45,0,0,1,0,0,0,2
OTU_1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1359,0,0,0,0,0,0,10,11,11,8,5,0,0,5,0,0,3,6
OTU_1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_994,0,0,0,0,0,0,73,1,0,0,10,1,0,0,0,0,0,0
OTU_1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1047,0,0,0,0,0,0,5,0,0,1,0,66,4,0,0,1,4,1
OTU_1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1208,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
OTU_1470,0,0,0,0,0,0,0,0,3,1,73,1,0,0,0,1,2,1
OTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1052,0,0,0,0,0,0,4,9,1,4,3,1,10,5,4,8,5,4
OTU_1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1125,0,0,0,0,0,0,3,0,48,2,16,0,1,0,1,0,1,1
OTU_1306,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,1,1,0
OTU_1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1387,0,0,0,0,0,0,4,10,7,0,34,0,3,4,7,5,7,3
OTU_1682,0,0,0,0,0,0,5,3,4,4,11,8,7,4,3,5,4,7
OTU_965,0,0,0,0,0,0,6,5,10,13,6,2,3,5,0,6,1,5
OTU_1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1681,0,0,0,0,0,0,0,0,50,1,24,0,0,1,0,1,0,0
OTU_1099,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
OTU_1297,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,4,0,2
OTU_1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1049,0,0,0,0,0,0,66,0,0,0,6,3,0,0,0,0,0,0
OTU_1215,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
OTU_1389,0,0,0,0,0,0,6,13,6,1,26,1,4,4,1,3,2,4
OTU_1019,0,0,0,0,0,0,0,74,0,0,0,0,1,0,1,0,1,1
OTU_1194,0,0,0,0,0,0,0,1,0,0,79,0,0,0,0,0,0,0
OTU_1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OTU_1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1027,48,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1045,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1500,0,0,0,0,0,0,0,0,0,2,44,0,0,1,0,0,2,1
OTU_1310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1393,0,0,0,0,0,0,1,0,0,0,57,0,1,0,1,0,0,1
OTU_1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1225,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1675,0,0,0,2,0,0,48,1,0,2,9,1,1,0,1,0,0,1
OTU_1686,0,0,0,0,0,0,1,0,0,0,71,0,0,0,0,1,0,0
OTU_1778,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3
OTU_1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1041,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1122,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
OTU_1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1366,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
OTU_1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1416,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1842,0,0,0,0,0,0,1,42,0,0,14,8,0,0,0,0,0,0
OTU_1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1111,0,0,0,0,1,0,68,0,0,0,2,0,0,0,0,1,0,0
OTU_1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1265,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
OTU_1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1423,0,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0
OTU_1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1692,0,0,0,8,0,0,1,3,0,5,42,0,1,1,0,2,0,2
OTU_1867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_976,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1113,0,0,0,0,0,0,0,57,0,1,6,0,0,0,0,0,0,0
OTU_1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1176,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
OTU_1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1516,0,0,0,0,0,0,0,2,41,1,21,0,0,0,1,0,1,1
OTU_1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1051,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
OTU_1056,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
OTU_1058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1017,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0
OTU_1213,0,0,0,0,0,0,0,0,0,40,23,0,1,0,0,0,0,1
OTU_1228,0,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1605,0,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1209,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,0
OTU_1210,0,0,0,0,0,0,62,3,3,0,0,0,0,0,0,0,0,0
OTU_1226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1282,0,0,0,0,0,0,58,8,0,0,1,0,0,0,0,0,0,0
OTU_1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1804,0,0,25,0,2,8,1,1,0,5,1,0,0,0,0,0,13,2
OTU_1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1098,0,0,0,0,0,0,1,0,1,0,6,0,0,0,58,0,0,0
OTU_1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1193,0,0,0,0,0,0,56,0,0,0,5,0,0,0,0,0,0,1
OTU_1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1239,0,0,0,0,0,0,2,2,0,2,42,0,2,1,1,0,1,3
OTU_1302,0,0,0,0,0,1,2,48,0,0,0,0,0,0,0,0,0,0
OTU_1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1634,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0
OTU_1768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1680,0,0,0,4,2,3,4,5,2,2,0,0,3,0,2,2,2,4
OTU_1743,0,0,0,0,0,0,23,0,2,0,11,2,3,0,0,1,0,3
OTU_1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1459,0,0,0,0,0,0,3,3,13,7,3,1,4,4,3,6,1,1
OTU_1504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
OTU_1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
OTU_1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1266,0,0,0,0,0,0,1,1,8,0,42,0,0,0,0,0,0,1
OTU_1362,0,0,0,0,0,0,0,0,0,3,53,0,0,0,1,0,0,1
OTU_1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1465,0,0,0,0,0,0,4,6,3,1,5,0,1,5,0,8,5,3
OTU_1607,1,0,2,50,3,1,2,0,0,0,2,0,0,0,0,0,0,0
OTU_1676,0,0,0,0,0,0,2,3,4,2,17,2,1,3,1,2,0,1
OTU_1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1191,0,0,0,0,0,0,11,8,0,3,30,1,1,0,0,0,1,0
OTU_1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1392,0,0,0,0,0,0,0,0,1,1,57,0,0,0,0,0,0,0
OTU_1456,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1
OTU_1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1632,0,0,0,0,0,0,1,0,0,0,53,1,0,1,0,1,1,0
OTU_1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1151,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1,1
OTU_1231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1327,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0
OTU_1341,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
OTU_1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1572,0,0,0,0,0,0,1,8,3,1,27,3,1,2,0,5,0,0
OTU_1652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1691,0,0,0,0,0,0,0,1,2,2,40,1,0,0,1,4,0,3
OTU_1770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1833,0,0,0,0,1,0,10,2,1,6,10,8,1,1,0,1,0,1
OTU_1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1279,0,1,1,0,0,1,4,0,2,0,12,31,0,0,1,0,0,0
OTU_1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1332,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,0,0
OTU_1354,0,0,0,0,0,0,6,1,0,46,1,0,0,0,0,0,0,0
OTU_1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1580,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
OTU_1635,0,0,0,0,0,0,0,1,2,0,43,1,4,1,1,1,1,2
OTU_1840,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,0
OTU_1127,0,0,0,0,0,0,0,0,0,0,13,0,0,1,39,1,1,1
OTU_1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1361,0,0,0,0,0,0,0,0,13,1,42,0,1,0,0,0,0,0
OTU_1624,0,0,0,0,0,0,3,6,3,0,3,0,11,1,7,9,4,10
OTU_1745,0,0,0,0,0,0,2,4,7,2,1,3,3,0,9,2,2,0
OTU_1123,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
OTU_1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1829,0,0,0,0,0,0,25,0,1,0,15,2,0,0,0,0,1,2
OTU_1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1285,0,0,0,0,0,0,2,0,1,0,10,0,0,0,37,0,1,1
OTU_1333,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0
OTU_1430,0,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,1,0
OTU_1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
OTU_1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1144,0,0,0,49,0,0,0,0,2,0,1,0,0,0,1,0,0,0
OTU_1150,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
OTU_1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1439,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1608,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1837,0,0,1,0,0,0,21,0,0,0,0,30,0,0,0,0,0,1
OTU_1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1174,0,0,0,0,0,0,43,0,5,0,1,2,0,0,0,0,0,0
OTU_1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1429,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
OTU_1503,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0
OTU_1577,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0
OTU_1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
