OTUID,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_1741,0,0,0,0,0,0,22,0,0,0,1,1,0,0,1,1,2,0
OTU_1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1511,0,0,0,0,0,0,3,3,8,1,4,4,0,2,2,2,2,1
OTU_1514,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
OTU_1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1751,0,0,0,0,0,0,3,1,7,2,22,0,3,1,3,1,2,0
OTU_1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1253,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1304,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
OTU_1464,0,0,0,0,0,0,1,2,2,0,29,0,1,0,1,0,1,2
OTU_1522,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
OTU_1639,0,0,0,0,0,0,0,0,2,0,0,0,8,0,12,27,0,1
OTU_1687,0,0,0,0,0,1,0,0,0,0,42,0,0,1,0,1,0,0
OTU_1696,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
OTU_1742,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0
OTU_1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1394,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0
OTU_1434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1746,0,0,0,0,0,0,5,6,1,3,1,0,1,1,3,6,2,7
OTU_1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1862,0,0,0,0,0,0,0,3,0,0,0,2,2,1,1,3,3,0
OTU_1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1171,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
OTU_1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1462,0,0,0,0,0,0,1,0,2,3,6,2,5,5,2,1,3,3
OTU_1471,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,2
OTU_1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1677,0,0,0,0,0,0,4,2,8,0,3,0,7,7,2,5,3,7
OTU_1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1263,0,0,0,0,0,0,10,0,7,26,2,0,0,0,0,0,0,0
OTU_1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1418,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,1
OTU_1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1355,0,0,0,0,0,0,40,0,4,1,1,0,0,0,0,0,0,0
OTU_1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1427,0,0,0,0,0,0,1,0,1,6,1,8,1,0,1,0,1,1
OTU_1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1505,0,0,0,0,0,0,33,0,0,2,0,0,1,0,1,1,1,0
OTU_1508,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
OTU_1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1301,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0
OTU_1460,0,0,0,0,0,0,15,4,2,14,5,2,1,1,0,0,0,0
OTU_1569,0,0,0,0,0,0,1,2,3,3,1,0,2,2,1,0,1,3
OTU_1578,0,0,0,0,0,0,5,4,1,29,1,0,0,0,0,0,0,1
OTU_1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1816,0,0,0,0,0,0,0,16,1,0,9,0,0,0,1,1,0,0
OTU_1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1573,0,0,0,0,0,0,0,2,1,1,26,1,1,1,0,1,2,2
OTU_1625,0,0,0,0,0,0,2,2,2,1,5,0,13,2,5,6,3,2
OTU_1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1356,1,0,0,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0
OTU_1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1630,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,1,8
OTU_1631,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,3
OTU_1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1466,0,0,0,0,0,0,2,2,1,0,31,1,0,0,1,2,1,0
OTU_1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1579,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1
OTU_1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1336,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
OTU_1425,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0
OTU_1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1847,0,0,0,0,0,0,0,0,0,20,8,9,0,0,0,0,0,1
OTU_1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1698,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
OTU_1699,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0
OTU_1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1747,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
OTU_1795,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
OTU_1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1450,34,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
OTU_1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1678,0,0,0,0,0,0,0,4,1,3,12,3,1,2,2,1,1,0
OTU_1701,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0
OTU_1755,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
OTU_1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1357,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,1,1,0
OTU_1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1758,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
OTU_1769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1623,0,0,0,0,0,0,5,0,0,9,2,1,0,0,0,0,0,0
OTU_1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1424,0,0,0,0,0,0,17,0,17,1,0,0,0,0,0,0,0,0
OTU_1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1805,0,2,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OTU_1845,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,1,1,1
OTU_1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1502,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OTU_1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1694,0,0,0,0,0,0,7,0,0,2,19,0,0,0,0,0,0,0
OTU_1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1748,0,0,0,0,0,0,1,3,3,1,1,0,2,3,3,3,2,2
OTU_1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1347,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1568,0,0,0,0,0,0,19,0,1,0,2,0,0,0,0,0,0,0
OTU_1700,0,0,0,0,0,0,0,1,1,0,21,0,0,1,0,2,0,0
OTU_1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1843,4,0,2,0,0,0,1,1,3,1,4,8,0,0,3,2,2,1
OTU_1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1685,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
OTU_1697,0,0,0,0,0,0,1,0,1,2,13,0,2,1,1,2,3,2
OTU_1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1756,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
OTU_1382,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1428,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0
OTU_1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
OTU_1753,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
OTU_1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1509,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,1,0,2
OTU_1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1806,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1832,0,0,0,0,0,0,2,13,0,0,10,0,3,0,0,0,0,0
OTU_1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1672,0,0,0,0,0,0,0,0,1,1,18,0,0,0,1,0,0,0
OTU_1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1726,0,0,0,0,0,8,0,4,1,0,11,0,0,0,1,0,0,0
OTU_1749,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
OTU_1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
OTU_1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1621,0,0,0,0,0,0,14,0,0,8,1,0,0,0,0,0,0,0
OTU_1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1626,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
OTU_1673,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,1,0,1
OTU_1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1752,0,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0
OTU_1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1841,0,0,0,0,0,0,2,1,2,0,3,0,2,3,6,2,3,3
OTU_1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1689,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
OTU_1725,0,0,0,2,13,8,0,0,0,1,0,0,0,1,1,0,0,0
OTU_1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1839,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0
OTU_1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1510,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0
OTU_1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1679,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
OTU_1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1754,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU_1828,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
OTU_1834,0,0,0,0,0,0,5,5,1,0,0,0,0,2,1,3,1,7
OTU_1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1574,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
OTU_1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1622,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0
OTU_1693,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0
OTU_1695,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
OTU_1757,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0
OTU_1844,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,3,1
OTU_1846,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0
OTU_1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1659,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1683,0,0,0,0,0,0,1,1,0,1,12,1,0,0,0,0,0,0
OTU_1690,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0
OTU_1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1633,0,0,0,0,0,0,0,0,1,2,8,1,0,1,0,1,0,1
OTU_1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1838,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0
OTU_1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1451,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1523,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
OTU_1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1773,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,0,1
OTU_1571,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
OTU_1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1831,0,0,0,0,0,0,1,2,2,0,7,0,2,0,1,3,0,1
OTU_1581,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
OTU_1724,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1815,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU_1821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
